t,innovation,mse,firing_rate,kalman_innovation,kalman_mse
0.066000,8.782405e-05,6.143580e-05,1.562500e+01,2.097403e-05,1.720708e-02
0.067000,4.327935e-04,6.556177e-05,1.562500e+01,6.782328e-04,1.025092e-02
0.068000,6.965208e-03,4.849643e-05,0.000000e+00,6.372941e-03,3.825770e-02
0.069000,4.231010e-03,4.260355e-05,0.000000e+00,3.176303e-03,6.782333e-02
0.070000,5.281767e-04,3.007965e-05,0.000000e+00,1.248684e-03,4.845430e-02
0.071000,1.883878e-04,7.776498e-06,0.000000e+00,5.848258e-04,3.690235e-02
0.072000,3.998328e-03,2.849619e-05,0.000000e+00,5.248531e-03,1.297451e-02
0.073000,2.829162e-05,6.228163e-05,0.000000e+00,6.891435e-08,1.320811e-02
0.074000,1.127459e-03,3.592147e-05,0.000000e+00,8.058929e-04,2.057952e-02
0.075000,5.988451e-06,6.192805e-05,0.000000e+00,8.898115e-05,1.801302e-02
0.076000,1.083296e-03,4.332906e-05,0.000000e+00,6.935027e-04,2.555384e-02
0.077000,1.602676e-04,5.634367e-05,0.000000e+00,1.944642e-05,2.677962e-02
0.078000,6.798120e-04,8.977699e-05,0.000000e+00,1.206947e-03,1.710159e-02
0.079000,9.705552e-04,1.637880e-04,0.000000e+00,1.443693e-03,8.964159e-03
0.080000,5.613176e-05,1.935973e-04,0.000000e+00,1.514122e-04,7.137340e-03
0.081000,1.347522e-04,1.332152e-04,0.000000e+00,5.463839e-05,8.244822e-03
0.082000,1.900393e-03,9.596709e-05,0.000000e+00,1.511168e-03,1.524295e-02
0.083000,1.817249e-04,1.213400e-04,0.000000e+00,4.187095e-04,1.100459e-02
0.084000,2.289930e-03,7.699781e-05,0.000000e+00,2.897757e-03,3.744884e-03
0.085000,6.155994e-04,4.690008e-05,0.000000e+00,7.806272e-04,1.465318e-03
0.086000,3.583483e-03,3.912964e-05,0.000000e+00,3.386544e-03,7.431710e-03
0.087000,7.468951e-05,6.484083e-05,0.000000e+00,1.423452e-05,8.051261e-03
0.088000,2.733778e-03,6.365589e-05,0.000000e+00,3.300328e-03,2.164515e-03
0.089000,5.818609e-04,5.332594e-05,0.000000e+00,4.815273e-04,4.179155e-03
0.090000,7.714870e-05,9.626167e-05,0.000000e+00,1.483077e-04,3.241539e-03
0.091000,1.823818e-04,1.361006e-04,0.000000e+00,2.663529e-04,1.998948e-03
0.092000,8.555128e-03,1.857236e-04,0.000000e+00,8.931571e-03,6.958193e-04
0.093000,6.786218e-03,2.052520e-04,1.562500e+01,6.319398e-03,6.228238e-03
0.094000,3.852722e-07,1.858645e-04,0.000000e+00,4.114373e-05,6.098514e-03
0.095000,6.686715e-04,1.534694e-04,0.000000e+00,1.065595e-03,3.155423e-03
0.096000,5.499678e-06,2.130025e-04,0.000000e+00,8.060616e-06,2.913985e-03
0.097000,2.375017e-03,2.154716e-04,0.000000e+00,1.904512e-03,6.743088e-03
0.098000,1.875261e-02,2.359548e-04,0.000000e+00,1.679021e-02,2.732536e-02
0.099000,3.613915e-03,2.898666e-04,0.000000e+00,5.492069e-03,1.405654e-02
0.100000,8.879535e-04,2.013677e-04,0.000000e+00,1.618634e-03,8.688811e-03
0.101000,9.669170e-03,1.719205e-04,0.000000e+00,8.062510e-03,2.186877e-02
0.102000,8.633979e-04,2.023702e-04,0.000000e+00,2.651590e-04,2.405216e-02
0.103000,1.169577e-04,2.163979e-04,0.000000e+00,1.049790e-05,2.276814e-02
0.104000,2.446465e-04,1.653486e-04,0.000000e+00,8.818106e-04,1.790484e-02
0.105000,2.177326e-06,1.000473e-04,0.000000e+00,1.272477e-04,1.689029e-02
0.106000,1.184318e-03,7.392923e-05,0.000000e+00,4.870279e-04,2.036161e-02
0.107000,1.243764e-03,8.072664e-05,0.000000e+00,4.716766e-04,2.376126e-02
0.108000,5.291629e-06,1.566870e-04,0.000000e+00,1.548294e-04,2.059064e-02
0.109000,3.958594e-03,1.905431e-04,0.000000e+00,5.962969e-03,1.011483e-02
0.110000,3.338873e-03,2.247074e-04,0.000000e+00,4.697841e-03,3.906921e-03
0.111000,7.464777e-04,1.756242e-04,0.000000e+00,3.889395e-04,5.559277e-03
0.112000,1.779269e-03,1.801023e-04,0.000000e+00,1.127262e-03,8.322307e-03
0.113000,9.553879e-04,1.893197e-04,0.000000e+00,1.696067e-03,4.735305e-03
0.114000,1.704384e-03,2.270720e-04,0.000000e+00,1.078982e-03,6.931230e-03
0.115000,3.151699e-03,2.276334e-04,0.000000e+00,4.381445e-03,2.451386e-03
0.116000,1.221297e-04,2.174819e-04,0.000000e+00,1.593075e-05,2.693799e-03
0.117000,4.136179e-03,1.898010e-04,1.562500e+01,3.249766e-03,6.507336e-03
0.118000,9.579325e-05,1.515902e-04,1.562500e+01,3.859508e-04,5.353528e-03
0.119000,1.754038e-04,1.512263e-04,1.562500e+01,4.909550e-04,3.898341e-03
0.120000,3.450896e-03,2.101713e-04,0.000000e+00,4.460097e-03,8.508251e-04
0.121000,1.334848e-03,1.741796e-04,0.000000e+00,9.909052e-04,2.042636e-03
0.122000,3.991037e-04,1.470716e-04,1.562500e+01,7.026839e-04,1.124214e-03
0.123000,9.349608e-03,1.729708e-04,0.000000e+00,8.304669e-03,5.481227e-03
0.124000,3.590142e-03,1.243607e-04,0.000000e+00,4.850328e-03,2.028559e-03
0.125000,2.130586e-03,1.393534e-04,0.000000e+00,2.791007e-03,4.455038e-04
0.126000,3.286877e-03,1.905861e-04,0.000000e+00,3.804784e-03,8.366819e-05
0.127000,4.351603e-04,3.017250e-04,0.000000e+00,3.701882e-04,2.113204e-05
0.128000,6.865112e-06,2.748099e-04,0.000000e+00,2.600884e-05,3.368413e-05
0.129000,7.629257e-05,2.899471e-04,0.000000e+00,1.209463e-04,1.169715e-04
0.130000,3.154167e-03,3.139427e-04,0.000000e+00,3.357687e-03,1.260370e-03
0.131000,1.199375e-02,3.517175e-04,0.000000e+00,1.216336e-02,1.201631e-04
0.132000,4.126173e-04,3.148245e-04,1.562500e+01,5.940764e-04,1.944452e-05
0.133000,1.303122e-04,2.777888e-04,0.000000e+00,2.093346e-04,2.334266e-05
0.134000,2.964075e-03,2.859623e-04,0.000000e+00,3.235104e-03,7.353514e-04
0.135000,1.365482e-03,3.719274e-04,0.000000e+00,1.362789e-03,1.945537e-03
0.136000,5.939696e-05,4.168405e-04,0.000000e+00,8.764797e-05,1.728232e-03
0.137000,2.018914e-06,4.450963e-04,0.000000e+00,7.284399e-06,1.700952e-03
0.138000,6.241687e-03,4.759890e-04,0.000000e+00,6.430569e-03,1.290447e-04
0.139000,3.549165e-03,5.680948e-04,0.000000e+00,3.286791e-03,8.340678e-05
0.140000,2.589660e-04,5.169891e-04,0.000000e+00,4.328984e-04,4.015061e-05
0.141000,2.109712e-03,6.148405e-04,0.000000e+00,1.770802e-03,3.583295e-04
0.142000,5.855838e-04,7.472764e-04,0.000000e+00,8.920776e-04,1.031692e-04
0.143000,1.481292e-04,7.271519e-04,0.000000e+00,2.756658e-04,1.094627e-04
0.144000,5.612718e-03,8.051909e-04,1.562500e+01,6.188978e-03,1.141940e-03
0.145000,1.193250e-02,7.180879e-04,0.000000e+00,1.200962e-02,5.045076e-03
0.146000,2.168031e-03,6.487963e-04,0.000000e+00,2.585766e-03,2.689912e-03
0.147000,9.258905e-04,6.075549e-04,0.000000e+00,1.064116e-03,1.591918e-03
0.148000,1.679799e-05,5.938361e-04,0.000000e+00,2.449364e-05,1.449978e-03
0.149000,4.704247e-04,6.552781e-04,0.000000e+00,4.421636e-04,2.162191e-03
0.150000,1.482495e-02,6.189123e-04,0.000000e+00,1.520685e-02,1.650089e-05
0.151000,3.965556e-03,6.393951e-04,0.000000e+00,3.529302e-03,2.445320e-04
0.152000,2.849244e-03,5.932751e-04,0.000000e+00,2.239419e-03,1.046608e-03
0.153000,7.053751e-03,7.010278e-04,0.000000e+00,5.765035e-03,3.160778e-03
0.154000,6.363643e-05,5.788804e-04,0.000000e+00,1.076518e-05,3.242367e-03
0.155000,8.775907e-04,5.819716e-04,0.000000e+00,3.394449e-04,3.926830e-03
0.156000,1.189700e-03,6.309268e-04,0.000000e+00,2.164920e-03,2.174817e-03
0.157000,1.599528e-04,7.192450e-04,0.000000e+00,5.221682e-04,1.458552e-03
0.158000,5.391583e-04,8.185058e-04,0.000000e+00,1.928478e-04,1.697947e-03
0.159000,2.846324e-05,9.328568e-04,0.000000e+00,2.340128e-04,1.162673e-03
0.160000,5.858265e-06,8.719036e-04,0.000000e+00,4.873641e-05,1.064673e-03
0.161000,1.028681e-03,8.993058e-04,0.000000e+00,5.242442e-04,1.543780e-03
0.162000,1.280645e-03,8.994918e-04,0.000000e+00,6.563374e-04,2.205591e-03
0.163000,6.493987e-05,8.305891e-04,0.000000e+00,3.737092e-04,1.807885e-03
0.164000,8.333542e-04,9.008013e-04,0.000000e+00,1.554675e-03,9.549537e-04
0.165000,1.547029e-03,8.743280e-04,0.000000e+00,9.180916e-04,1.580518e-03
0.166000,4.034071e-03,8.708092e-04,0.000000e+00,5.450249e-03,4.053044e-04
0.167000,1.827905e-03,9.021662e-04,0.000000e+00,1.249985e-03,7.927008e-04
0.168000,2.520618e-05,9.650010e-04,0.000000e+00,1.477408e-05,6.637513e-04
0.169000,7.195712e-04,9.686456e-04,0.000000e+00,3.262410e-04,9.432841e-04
0.170000,1.926680e-03,8.852768e-04,0.000000e+00,1.180298e-03,1.736756e-03
0.171000,6.057723e-04,8.919628e-04,0.000000e+00,1.266115e-03,1.009342e-03
0.172000,2.351055e-03,8.927869e-04,0.000000e+00,1.511073e-03,1.793796e-03
0.173000,7.214589e-04,9.816980e-04,0.000000e+00,1.450207e-03,9.411045e-04
0.174000,1.907598e-03,9.769240e-04,0.000000e+00,1.149410e-03,1.583469e-03
0.175000,2.043262e-03,9.150588e-04,0.000000e+00,3.178639e-03,6.952214e-04
0.176000,4.328489e-03,9.517982e-04,0.000000e+00,5.594743e-03,1.522175e-04
0.177000,5.600396e-04,9.115987e-04,0.000000e+00,8.857243e-04,1.173051e-04
0.178000,8.848401e-05,8.558691e-04,0.000000e+00,1.985651e-05,1.202755e-04
0.179000,8.690391e-03,8.086261e-04,0.000000e+00,9.677010e-03,7.136553e-04
0.180000,3.893169e-04,9.588246e-04,0.000000e+00,3.397758e-04,6.112163e-04
0.181000,8.461890e-05,9.430137e-04,0.000000e+00,1.259065e-04,7.374366e-04
0.182000,1.574198e-05,8.746876e-04,0.000000e+00,3.082951e-05,7.530048e-04
0.183000,1.476755e-04,8.958621e-04,0.000000e+00,1.163036e-04,6.384321e-04
0.184000,3.158377e-04,1.042589e-03,0.000000e+00,2.554436e-04,5.717737e-04
0.185000,6.618114e-05,1.053560e-03,0.000000e+00,3.270977e-05,5.153551e-04
0.186000,2.661931e-04,1.119892e-03,0.000000e+00,1.868775e-04,4.383910e-04
0.187000,2.980229e-04,1.155381e-03,0.000000e+00,4.181441e-04,6.717174e-04
0.188000,3.990777e-04,1.126979e-03,0.000000e+00,5.007378e-04,9.288596e-04
0.189000,2.530091e-04,1.052289e-03,0.000000e+00,3.042495e-04,1.102706e-03
0.190000,2.981631e-03,1.054925e-03,0.000000e+00,2.888448e-03,4.712069e-04
0.191000,8.551747e-04,1.278375e-03,1.562500e+01,6.919471e-04,3.444874e-04
0.192000,2.145045e-03,1.365385e-03,0.000000e+00,2.517583e-03,9.238310e-04
0.193000,5.448439e-03,1.446254e-03,0.000000e+00,5.738234e-03,2.325946e-03
0.194000,3.582807e-03,1.673756e-03,0.000000e+00,3.466255e-03,4.152238e-03
0.195000,1.556798e-03,1.672440e-03,0.000000e+00,1.309857e-03,5.314466e-03
0.196000,1.901218e-03,1.469010e-03,1.562500e+01,1.514624e-03,6.402073e-03
0.197000,2.897993e-04,1.508868e-03,0.000000e+00,1.187827e-04,6.940400e-03
0.198000,1.761002e-03,1.532086e-03,0.000000e+00,1.251471e-03,8.415694e-03
0.199000,1.247753e-04,1.649198e-03,0.000000e+00,1.010361e-05,8.813760e-03
0.200000,3.032519e-03,1.806185e-03,0.000000e+00,3.998950e-03,6.673831e-03
0.201000,4.496332e-06,1.810434e-03,0.000000e+00,1.359549e-05,6.544725e-03
0.202000,2.689584e-03,1.834389e-03,0.000000e+00,3.314343e-03,4.701965e-03
0.203000,4.995205e-03,1.861104e-03,0.000000e+00,5.510371e-03,2.769528e-03
0.204000,5.041012e-04,1.533948e-03,0.000000e+00,4.707017e-04,2.849249e-03
0.205000,6.391336e-03,1.574493e-03,0.000000e+00,6.648833e-03,1.314452e-03
0.206000,7.108527e-04,1.515524e-03,0.000000e+00,7.923226e-04,1.724130e-03
0.207000,2.845799e-03,1.493491e-03,0.000000e+00,2.890603e-03,2.780713e-03
0.208000,2.020006e-03,1.558178e-03,0.000000e+00,2.168775e-03,1.910433e-03
0.209000,7.972936e-04,1.943871e-03,0.000000e+00,7.905049e-04,1.800112e-03
0.210000,6.617445e-03,2.010574e-03,0.000000e+00,6.427432e-03,7.053864e-04
0.211000,1.245403e-03,2.124367e-03,0.000000e+00,1.559767e-03,1.286560e-03
0.212000,2.473182e-04,2.177530e-03,0.000000e+00,1.689469e-04,1.132834e-03
0.213000,4.103088e-04,2.559565e-03,0.000000e+00,2.900468e-04,1.169902e-03
0.214000,6.149373e-03,2.609421e-03,0.000000e+00,5.556467e-03,4.075998e-04
0.215000,2.288274e-04,2.552665e-03,0.000000e+00,7.113197e-05,3.329640e-04
0.216000,3.675483e-04,2.684312e-03,0.000000e+00,1.472187e-04,2.775377e-04
0.217000,1.881905e-03,3.020918e-03,0.000000e+00,1.285755e-03,1.612933e-04
0.218000,7.822358e-05,3.110590e-03,0.000000e+00,3.122669e-09,1.807087e-04
0.219000,1.106817e-02,2.954073e-03,0.000000e+00,1.302863e-02,1.149353e-03
0.220000,1.869427e-02,3.187220e-03,0.000000e+00,1.742947e-02,1.396280e-04
0.221000,3.865847e-03,3.071160e-03,1.562500e+01,2.758119e-03,5.665287e-05
0.222000,2.653441e-04,3.203186e-03,0.000000e+00,7.890688e-04,9.209866e-05
0.223000,8.385554e-03,3.137295e-03,0.000000e+00,6.523261e-03,1.778047e-04
0.224000,5.837483e-03,3.170766e-03,0.000000e+00,3.911244e-03,5.693352e-04
0.225000,4.524097e-03,3.244420e-03,0.000000e+00,6.974984e-03,1.394041e-04
0.226000,3.119548e-03,3.292267e-03,0.000000e+00,4.771526e-03,1.331194e-04
0.227000,1.077534e-04,3.254517e-03,0.000000e+00,4.450341e-04,2.070861e-04
0.228000,2.804100e-03,3.350250e-03,1.562500e+01,1.846897e-03,6.811669e-05
0.229000,4.802717e-05,3.338022e-03,1.562500e+01,2.058264e-05,9.041232e-05
0.230000,4.277244e-05,3.346526e-03,0.000000e+00,2.214684e-05,1.000861e-04
0.231000,1.529471e-03,3.554759e-03,0.000000e+00,7.832769e-04,5.800003e-05
0.232000,6.296728e-04,3.465096e-03,0.000000e+00,1.391183e-03,1.543257e-04
0.233000,5.460424e-04,3.669405e-03,0.000000e+00,1.172932e-03,4.022793e-04
0.234000,4.130124e-04,3.747505e-03,0.000000e+00,8.991357e-04,6.237549e-04
0.235000,3.765655e-05,3.881800e-03,0.000000e+00,6.055932e-06,7.376022e-04
0.236000,3.413626e-04,4.175265e-03,0.000000e+00,7.299738e-04,1.176945e-03
0.237000,5.113641e-05,4.358171e-03,0.000000e+00,2.170567e-04,1.444591e-03
0.238000,3.878810e-04,4.549230e-03,0.000000e+00,7.163397e-04,1.941828e-03
0.239000,6.173817e-03,4.817717e-03,0.000000e+00,7.171869e-03,3.656617e-03
0.240000,7.168230e-04,5.010679e-03,0.000000e+00,5.640022e-04,3.355181e-03
0.241000,7.793160e-03,5.126986e-03,0.000000e+00,7.119031e-03,2.025882e-03
0.242000,1.012969e-02,5.136071e-03,0.000000e+00,1.159017e-02,3.947722e-03
0.243000,2.235469e-02,5.097332e-03,0.000000e+00,2.328901e-02,7.779740e-03
0.244000,2.858759e-04,5.310658e-03,0.000000e+00,2.079417e-04,8.489325e-03
0.245000,1.462384e-03,5.454872e-03,1.562500e+01,1.703582e-03,7.590918e-03
0.246000,2.191504e-03,6.232733e-03,0.000000e+00,2.339547e-03,7.092335e-03
0.247000,5.230831e-03,6.396426e-03,0.000000e+00,5.202194e-03,5.417321e-03
0.248000,2.017387e-04,6.811172e-03,0.000000e+00,1.294482e-04,5.556750e-03
0.249000,5.157377e-05,6.775744e-03,0.000000e+00,1.547402e-05,5.427216e-03
0.250000,4.556757e-05,6.756727e-03,0.000000e+00,1.030277e-04,5.642604e-03
0.251000,1.102469e-03,7.386102e-03,0.000000e+00,1.313554e-03,7.138663e-03
0.252000,6.070238e-03,7.942408e-03,0.000000e+00,6.342506e-03,1.005247e-02
0.253000,1.017927e-03,7.864244e-03,0.000000e+00,1.093732e-03,8.937259e-03
0.254000,2.194853e-03,7.718068e-03,0.000000e+00,2.192607e-03,7.439007e-03
0.255000,4.132694e-03,7.617355e-03,0.000000e+00,4.356615e-03,9.242084e-03
0.256000,8.368547e-03,7.326082e-03,0.000000e+00,8.245482e-03,1.186150e-02
0.257000,9.197117e-04,7.194713e-03,0.000000e+00,6.942962e-04,1.259323e-02
0.258000,6.781575e-04,6.688377e-03,0.000000e+00,9.608256e-04,1.083058e-02
0.259000,2.986759e-04,6.567412e-03,0.000000e+00,1.801325e-04,1.109028e-02
0.260000,3.684400e-03,6.448546e-03,0.000000e+00,3.173046e-03,1.282184e-02
0.261000,7.006542e-03,6.370405e-03,0.000000e+00,5.971179e-03,1.553729e-02
0.262000,4.100264e-03,6.246463e-03,0.000000e+00,3.000296e-03,1.749500e-02
0.263000,1.287891e-03,6.020744e-03,0.000000e+00,6.053836e-04,1.800744e-02
0.264000,1.016483e-03,6.326499e-03,0.000000e+00,3.864028e-04,1.936017e-02
0.265000,2.312357e-03,6.529237e-03,0.000000e+00,1.231621e-03,2.134222e-02
0.266000,2.568019e-04,6.404276e-03,0.000000e+00,9.207547e-04,1.980007e-02
0.267000,5.856866e-03,6.423143e-03,0.000000e+00,3.999005e-03,2.253095e-02
0.268000,3.359626e-05,6.414541e-03,0.000000e+00,4.591344e-04,2.149852e-02
0.269000,2.807378e-03,6.210323e-03,0.000000e+00,1.448012e-03,2.280917e-02
0.270000,2.958480e-05,5.900768e-03,0.000000e+00,1.194525e-04,2.183127e-02
0.271000,2.424694e-03,6.105866e-03,0.000000e+00,1.101650e-03,2.365936e-02
0.272000,1.234507e-06,6.033352e-03,0.000000e+00,2.625528e-04,2.286241e-02
0.273000,6.093323e-05,6.310847e-03,1.562500e+01,8.108170e-05,2.273084e-02
0.274000,3.691840e-03,5.873808e-03,1.562500e+01,1.951647e-03,2.433155e-02
0.275000,4.143113e-04,6.191853e-03,0.000000e+00,1.495791e-03,2.324922e-02
0.276000,2.612908e-06,6.071231e-03,0.000000e+00,3.471455e-04,2.211614e-02
0.277000,2.524536e-04,6.361903e-03,0.000000e+00,1.044037e-03,2.120947e-02
0.278000,1.973014e-04,6.404399e-03,0.000000e+00,8.634605e-04,2.003237e-02
0.279000,7.590155e-04,6.139726e-03,0.000000e+00,1.741283e-04,2.028175e-02
0.280000,6.103515e-05,5.943629e-03,0.000000e+00,5.007600e-05,1.975150e-02
0.281000,7.895808e-04,5.772118e-03,3.125000e+01,1.831870e-03,1.765357e-02
0.282000,2.307286e-03,5.631764e-03,0.000000e+00,1.210149e-03,1.869781e-02
0.283000,2.435761e-04,5.538308e-03,0.000000e+00,9.091927e-04,1.725453e-02
0.284000,6.232820e-05,5.878792e-03,0.000000e+00,4.591551e-04,1.692729e-02
0.285000,4.590403e-03,5.726863e-03,1.562500e+01,3.016749e-03,1.903338e-02
0.286000,2.202299e-04,6.078029e-03,4.687500e+01,8.815252e-04,1.771163e-02
0.287000,3.885066e-03,6.041053e-03,1.562500e+01,2.348919e-03,1.981818e-02
0.288000,1.312922e-04,5.794224e-03,0.000000e+00,1.679499e-05,1.928169e-02
0.289000,1.098403e-04,5.445567e-03,0.000000e+00,6.737543e-04,1.765478e-02
0.290000,6.449535e-04,5.844952e-03,0.000000e+00,1.601166e-03,1.680116e-02
0.291000,1.799208e-03,5.952365e-03,0.000000e+00,8.502281e-04,1.816272e-02
0.292000,7.683543e-04,5.907018e-03,0.000000e+00,1.787404e-04,1.852425e-02
0.293000,7.633941e-04,6.179917e-03,0.000000e+00,1.624425e-04,1.958924e-02
0.294000,2.394952e-03,6.321691e-03,0.000000e+00,4.139180e-03,1.737511e-02
0.295000,8.274740e-03,6.572771e-03,1.562500e+01,6.050515e-03,2.056730e-02
0.296000,3.622135e-04,6.828964e-03,0.000000e+00,1.216870e-03,1.970024e-02
0.297000,5.019085e-04,6.746446e-03,1.562500e+01,1.375287e-03,1.821865e-02
0.298000,1.052475e-03,6.768499e-03,0.000000e+00,3.653990e-04,1.901052e-02
0.299000,1.641500e-04,6.644463e-03,0.000000e+00,7.220444e-04,1.779349e-02
0.300000,4.626019e-04,6.807533e-03,0.000000e+00,6.957856e-05,1.845802e-02
0.301000,5.945352e-04,6.718556e-03,0.000000e+00,1.436384e-03,1.703836e-02
0.302000,2.265781e-04,6.424173e-03,0.000000e+00,7.947757e-06,1.669268e-02
0.303000,3.936550e-03,6.681499e-03,0.000000e+00,2.535931e-03,1.882966e-02
0.304000,9.920339e-06,7.659888e-03,1.562500e+01,1.223981e-04,1.972025e-02
0.305000,1.485099e-04,7.484537e-03,0.000000e+00,6.774965e-04,1.842140e-02
0.306000,3.898104e-04,7.834427e-03,0.000000e+00,4.573561e-05,1.923073e-02
0.307000,3.902172e-03,8.075901e-03,0.000000e+00,2.420147e-03,2.154726e-02
0.308000,1.198772e-06,8.177299e-03,0.000000e+00,1.950222e-04,2.118853e-02
